age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Transport-moving,Unmarried,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,None,None,FullTime,South,>50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Separated,Prof_specialty,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,Germany,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,High,None,FullTime,Cambodia,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,10th,Divorced,Handlers-cleaners,Own-child,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-acdm,Married-AF-spouse,Prof_specialty,Wife,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,OverTime,United-States,>50K
Senior,Self-emp-not-inc,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,State-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Other-relative,White,Female,None,None,FullTime,United-States,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,None,FullTime,United-States,<=50K
Senior,Private,9th,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,None,None,FullTime,Jamaica,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Some-college,Married-spouse-absent,Other-service,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,None,Low,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Low,None,OverTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,None,High,FullTime,United-States,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,Cuba,>50K
Adult,Private,11th,Never-married,Craft-repair,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,FullTime,England,<=50K
Adult,Private,Some-college,Divorced,Other-service,Other-relative,White,Male,None,None,FullTime,Nicaragua,<=50K
Adult,Private,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Prof_specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,Low,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,High,None,PartTime,United-States,>50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Sales,Own-child,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Other-relative,Amer-Indian-Eskimo,Female,None,None,FullTime,United-States,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Child,Self-emp-not-inc,10th,Never-married,Adm-clerical,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Prof_specialty,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Low,FullTime,United-States,>50K
Adult,Private,Bachelors,Married-spouse-absent,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,11th,Never-married,Other-service,Other-relative,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Unmarried,White,Male,None,None,FullTime,Mexico,<=50K
Adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,None,None,FullTime,Mexico,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,FullTime,United-States,>50K
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,White,Female,None,None,FullTime,Mexico,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Senior,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,None,None,PartTime,United-States,>50K
Adult,Private,Some-college,Divorced,Exec-managerial,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,HS-grad,Separated,Protective-serv,Unmarried,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Prof_specialty,Wife,White,Female,None,None,PartTime,Honduras,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,None,None,PartTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Prof_specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Low,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,None,None,PartTime,Japan,<=50K
Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,High,None,FullTime,United-States,>50K
Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,None,None,FullTime,United-States,<=50K
Child,Private,12th,Never-married,Prof_specialty,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,FullTime,United-States,>50K
Adult,Private,Some-college,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,None,None,PartTime,Dominican-Republic,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,FullTime,United-States,<=50K
Senior,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,High,PartTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Doctorate,Widowed,Prof_specialty,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,5th-6th,Never-married,Priv-house-serv,Own-child,White,Female,None,None,FullTime,El-Salvador,<=50K
Adult,Private,HS-grad,Never-married,Sales,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,Asian-Pac-Islander,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,None,None,PartTime,Jamaica,>50K
Adult,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,11th,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,None,None,FullTime,India,<=50K
Adult,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,None,None,FullTime,Puerto-Rico,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Widowed,Tech-support,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Divorced,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,Puerto-Rico,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,PartTime,United-States,>50K
Senior,Private,10th,Widowed,Priv-house-serv,Not-in-family,White,Female,None,None,OverTime,United-States,<=50K
Senior,Private,11th,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,High,None,OverTime,United-States,>50K
Adult,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,Italy,>50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Child,Private,11th,Never-married,Craft-repair,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Prof_specialty,Wife,White,Female,None,None,PartTime,United-States,>50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Assoc-voc,Divorced,Sales,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,10th,Separated,Priv-house-serv,Not-in-family,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Separated,Protective-serv,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Masters,Divorced,Sales,Unmarried,White,Male,None,None,PartTime,United-States,>50K
Adult,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Senior,Federal-gov,Some-college,Widowed,Transport-moving,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,12th,Separated,Adm-clerical,Own-child,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,None,None,FullTime,Mexico,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,None,OverTime,United-States,<=50K
Adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Bachelors,Widowed,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
