@relation audlt_scrub

@attribute age {Adult,Child,Senior}
@attribute workclass {Self-emp-not-inc,Private,State-gov,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute marital-status {Married-civ-spouse,Divorced,Married-spouse-absent,Never-married,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Adm-clerical,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Husband,Not-in-family,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute native-country {United-States,Cuba,Jamaica,India,Mexico,South,Puerto-Rico,Honduras,England,Canada,Germany,Iran,Philippines,Italy,Poland,Columbia,Cambodia,Thailand,Ecuador,Laos,Taiwan,Haiti,Portugal,Dominican-Republic,El-Salvador,France,Guatemala,China,Japan,Yugoslavia,Peru,Outlying-US(Guam-USVI-etc),Scotland,Trinadad&Tobago,Greece,Nicaragua,Vietnam,Hong,Ireland,Hungary,Holand-Netherlands}
@attribute work-status {PartTime,FullTime,OverTime}
@attribute capital-gain {None,High,Low}
@attribute capital-loss {None,High,Low}
@attribute salary {<=50K,>50K}

@data
Adult,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,Low,None,>50K
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,PartTime,None,None,>50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,FullTime,High,None,>50K
Adult,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Senior,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,Puerto-Rico,FullTime,None,None,<=50K
Adult,Federal-gov,9th,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,9th,Never-married,Other-service,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Philippines,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Trinadad&Tobago,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,7th-8th,Divorced,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,Low,None,<=50K
Adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Local-gov,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,11th,Widowed,Sales,Own-child,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,High,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,?,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,?,Some-college,Never-married,?,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,Dominican-Republic,FullTime,High,None,>50K
Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Philippines,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,Low,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,FullTime,Low,None,<=50K
Adult,?,Some-college,Never-married,?,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Puerto-Rico,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,Masters,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Unmarried,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Child,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,PartTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,United-States,FullTime,None,None,>50K
Adult,?,Bachelors,Married-spouse-absent,?,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,9th,Divorced,Other-service,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,Bachelors,Never-married,?,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,El-Salvador,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,Italy,FullTime,None,None,>50K
Adult,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Senior,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Male,Greece,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,PartTime,None,None,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Other-relative,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Senior,Private,Some-college,Widowed,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Never-married,Transport-moving,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,Other,Male,?,FullTime,None,Low,<=50K
Adult,Without-pay,7th-8th,Widowed,Farming-fishing,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,FullTime,Low,None,<=50K
Adult,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,High,>50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,OverTime,None,None,<=50K
Adult,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,PartTime,None,None,>50K
Adult,?,Some-college,Never-married,?,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Sales,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,FullTime,None,Low,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,FullTime,None,Low,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,OverTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,11th,Married-civ-spouse,?,Own-child,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,China,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Tech-support,Other-relative,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Canada,FullTime,None,None,>50K
Adult,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,FullTime,Low,None,>50K
Child,Local-gov,11th,Never-married,Adm-clerical,Other-relative,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,High,>50K
Adult,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Nicaragua,PartTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Private,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Never-married,Transport-moving,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,High,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Transport-moving,Unmarried,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,South,FullTime,None,None,>50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,11th,Separated,?,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Germany,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Cambodia,FullTime,High,None,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Local-gov,10th,Divorced,Handlers-cleaners,Own-child,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,?,Assoc-acdm,Married-AF-spouse,?,Wife,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,?,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Senior,Self-emp-not-inc,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,State-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Other-relative,White,Female,United-States,FullTime,None,None,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,Low,None,<=50K
Senior,Private,9th,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,Jamaica,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,OverTime,None,None,<=50K
Adult,Private,Some-college,Married-spouse-absent,Other-service,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,Low,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,Low,<=50K
